extracted_row	pmid	isolate_id	drug	normalized_drug	genome_id	matched_accessions	genome_match_status	extracted_sir_raw	extracted_sir	ground_truth_sir_raw	ground_truth_sir	sir_result	extracted_mic_sign_raw	extracted_mic_raw	extracted_mic_sign	extracted_mic	ground_truth_mic_sign	ground_truth_mic	mic_result
51	29729180	1435-93	oxacillin	oxacillin	1280.25975	ERS2213324,SAMEA104602042	MATCHED	S	S	Susceptible	S	CORRECT	=	0.5	=	0.5	=	0.5	CORRECT
52	29729180	1435-93	gentamicin	gentamicin	1280.25975	ERS2213324,SAMEA104602042	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
53	29729180	1435-93	ciprofloxacin	ciprofloxacin	1280.25975	ERS2213324,SAMEA104602042	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
54	29729180	1435-93	erythromycin	erythromycin	1280.25975	ERS2213324,SAMEA104602042	MATCHED	S	S	Susceptible	S	CORRECT	=	1	=	1	=	1	CORRECT
55	29729180	1435-93	clindamycin	clindamycin	1280.25975	ERS2213324,SAMEA104602042	MATCHED	S	S	Susceptible	S	CORRECT	=	0.25	=	0.25	=	0.25	CORRECT
56	29729180	1435-93	tetracycline	tetracycline	1280.25975	ERS2213324,SAMEA104602042	MATCHED	S	S	Susceptible	S	CORRECT	<=	1	<=	1	<=	1	CORRECT
57	29729180	1435-93	fusidic acid	fusidic acid	1280.25975	ERS2213324,SAMEA104602042	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
58	29729180	1435-93	mupirocin	mupirocin	1280.25975	ERS2213324,SAMEA104602042	MATCHED	S	S	Susceptible	S	CORRECT	<=	2	<=	2	<=	2	CORRECT
59	29729180	1435-93	trimethoprim	trimethoprim	1280.25975	ERS2213324,SAMEA104602042	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
60	29729180	1435-93	linezolid	linezolid	1280.25975	ERS2213324,SAMEA104602042	MATCHED	S	S	Susceptible	S	CORRECT	=	2	=	2	=	2	CORRECT
61	29729180	1435-93	daptomycin	daptomycin	1280.25975	ERS2213324,SAMEA104602042	MATCHED	S	S	Susceptible	S	CORRECT	=	0.5	=	0.5	=	0.5	CORRECT
62	29729180	1435-93	teicoplanin	teicoplanin	1280.25975	ERS2213324,SAMEA104602042	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
63	29729180	1435-93	vancomycin	vancomycin	1280.25975	ERS2213324,SAMEA104602042	MATCHED	S	S	Susceptible	S	CORRECT	=	1	=	1	=	1	CORRECT
64	29729180	1435-93	chloramphenicol	chloramphenicol	1280.25975	ERS2213324,SAMEA104602042	MATCHED	S	S	Susceptible	S	CORRECT	=	8	=	8	=	8	CORRECT
65	29729180	1435-93	rifampin	rifampin	1280.25975	ERS2213324,SAMEA104602042	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.03	<=	0.03	<=	0.03	CORRECT
66	29729180	1444-05	penicillin	penicillin	1280.25977	ERS2213325,SAMEA104602043	MATCHED	R	R	Resistant	R	CORRECT	>=	0.5	>=	0.5	>=	0.5	CORRECT
67	29729180	1444-05	oxacillin	oxacillin	1280.25977	ERS2213325,SAMEA104602043	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.25	<=	0.25	<=	0.25	CORRECT
68	29729180	1444-05	gentamicin	gentamicin	1280.25977	ERS2213325,SAMEA104602043	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
69	29729180	1444-05	ciprofloxacin	ciprofloxacin	1280.25977	ERS2213325,SAMEA104602043	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
70	29729180	1444-05	erythromycin	erythromycin	1280.25977	ERS2213325,SAMEA104602043	MATCHED	S	S	Susceptible	S	CORRECT	=	1	=	1	=	1	CORRECT
71	29729180	1444-05	clindamycin	clindamycin	1280.25977	ERS2213325,SAMEA104602043	MATCHED	S	S	Susceptible	S	CORRECT	=	0.25	=	0.25	=	0.25	CORRECT
72	29729180	1444-05	tetracycline	tetracycline	1280.25977	ERS2213325,SAMEA104602043	MATCHED	S	S	Susceptible	S	CORRECT	<=	1	<=	1	<=	1	CORRECT
73	29729180	1444-05	fusidic acid	fusidic acid	1280.25977	ERS2213325,SAMEA104602043	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
74	29729180	1444-05	mupirocin	mupirocin	1280.25977	ERS2213325,SAMEA104602043	MATCHED	S	S	Susceptible	S	CORRECT	<=	2	<=	2	<=	2	CORRECT
75	29729180	1444-05	trimethoprim	trimethoprim	1280.25977	ERS2213325,SAMEA104602043	MATCHED	S	S	Susceptible	S	CORRECT	=	1	=	1	=	1	CORRECT
76	29729180	1444-05	linezolid	linezolid	1280.25977	ERS2213325,SAMEA104602043	MATCHED	S	S	Susceptible	S	CORRECT	=	2	=	2	=	2	CORRECT
77	29729180	1444-05	daptomycin	daptomycin	1280.25977	ERS2213325,SAMEA104602043	MATCHED	S	S	Susceptible	S	CORRECT	=	0.25	=	0.25	=	0.25	CORRECT
78	29729180	1444-05	teicoplanin	teicoplanin	1280.25977	ERS2213325,SAMEA104602043	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
79	29729180	1444-05	vancomycin	vancomycin	1280.25977	ERS2213325,SAMEA104602043	MATCHED	S	S	Susceptible	S	CORRECT	=	1	=	1	=	1	CORRECT
80	29729180	1444-05	chloramphenicol	chloramphenicol	1280.25977	ERS2213325,SAMEA104602043	MATCHED	S	S	Susceptible	S	CORRECT	=	8	=	8	=	8	CORRECT
81	29729180	1444-05	rifampin	rifampin	1280.25977	ERS2213325,SAMEA104602043	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.03	<=	0.03	<=	0.03	CORRECT
82	29729180	1445-10	penicillin	penicillin	1280.25976	ERS2213326,SAMEA104602044	MATCHED	R	R	Resistant	R	CORRECT	>=	0.5	>=	0.5	>=	0.5	CORRECT
83	29729180	1445-10	oxacillin	oxacillin	1280.25976	ERS2213326,SAMEA104602044	MATCHED	S	S	Susceptible	S	CORRECT	=	0.5	=	0.5	=	0.5	CORRECT
84	29729180	1445-10	gentamicin	gentamicin	1280.25976	ERS2213326,SAMEA104602044	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
85	29729180	1445-10	ciprofloxacin	ciprofloxacin	1280.25976	ERS2213326,SAMEA104602044	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
86	29729180	1445-10	erythromycin	erythromycin	1280.25976	ERS2213326,SAMEA104602044	MATCHED	S	S	Susceptible	S	CORRECT	=	1	=	1	=	1	CORRECT
87	29729180	1445-10	clindamycin	clindamycin	1280.25976	ERS2213326,SAMEA104602044	MATCHED	S	S	Susceptible	S	CORRECT	=	0.25	=	0.25	=	0.25	CORRECT
88	29729180	1445-10	tetracycline	tetracycline	1280.25976	ERS2213326,SAMEA104602044	MATCHED	S	S	Susceptible	S	CORRECT	<=	1	<=	1	<=	1	CORRECT
89	29729180	1445-10	fusidic acid	fusidic acid	1280.25976	ERS2213326,SAMEA104602044	MATCHED	R	R	Resistant	R	CORRECT	>=	32	>=	32	>=	32	CORRECT
90	29729180	1445-10	mupirocin	mupirocin	1280.25976	ERS2213326,SAMEA104602044	MATCHED	S	S	Susceptible	S	CORRECT	<=	2	<=	2	<=	2	CORRECT
91	29729180	1445-10	trimethoprim	trimethoprim	1280.25976	ERS2213326,SAMEA104602044	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
92	29729180	1445-10	linezolid	linezolid	1280.25976	ERS2213326,SAMEA104602044	MATCHED	S	S	Susceptible	S	CORRECT	=	2	=	2	=	2	CORRECT
93	29729180	1445-10	daptomycin	daptomycin	1280.25976	ERS2213326,SAMEA104602044	MATCHED	S	S	Susceptible	S	CORRECT	=	0.25	=	0.25	=	0.25	CORRECT
94	29729180	1445-10	teicoplanin	teicoplanin	1280.25976	ERS2213326,SAMEA104602044	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
95	29729180	1445-10	vancomycin	vancomycin	1280.25976	ERS2213326,SAMEA104602044	MATCHED	S	S	Susceptible	S	CORRECT	=	1	=	1	=	1	CORRECT
96	29729180	1445-10	chloramphenicol	chloramphenicol	1280.25976	ERS2213326,SAMEA104602044	MATCHED	S	S	Susceptible	S	CORRECT	=	8	=	8	=	8	CORRECT
97	29729180	1445-10	rifampin	rifampin	1280.25976	ERS2213326,SAMEA104602044	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.03	<=	0.03	<=	0.03	CORRECT
98	29729180	1446-13	penicillin	penicillin	1280.25978	ERS2213327,SAMEA104602045	MATCHED	R	R	Resistant	R	CORRECT	>=	0.5	>=	0.5	>=	0.5	CORRECT
99	29729180	1446-13	oxacillin	oxacillin	1280.25978	ERS2213327,SAMEA104602045	MATCHED	S	S	Susceptible	S	CORRECT	=	0.5	=	0.5	=	0.5	CORRECT
100	29729180	1446-13	gentamicin	gentamicin	1280.25978	ERS2213327,SAMEA104602045	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
101	29729180	1446-13	ciprofloxacin	ciprofloxacin	1280.25978	ERS2213327,SAMEA104602045	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
102	29729180	1446-13	erythromycin	erythromycin	1280.25978	ERS2213327,SAMEA104602045	MATCHED	S	S	Susceptible	S	CORRECT	=	1	=	1	=	1	CORRECT
103	29729180	1446-13	clindamycin	clindamycin	1280.25978	ERS2213327,SAMEA104602045	MATCHED	S	S	Susceptible	S	CORRECT	=	0.25	=	0.25	=	0.25	CORRECT
104	29729180	1446-13	tetracycline	tetracycline	1280.25978	ERS2213327,SAMEA104602045	MATCHED	S	S	Susceptible	S	CORRECT	<=	1	<=	1	<=	1	CORRECT
105	29729180	1446-13	fusidic acid	fusidic acid	1280.25978	ERS2213327,SAMEA104602045	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
106	29729180	1446-13	mupirocin	mupirocin	1280.25978	ERS2213327,SAMEA104602045	MATCHED	S	S	Susceptible	S	CORRECT	<=	2	<=	2	<=	2	CORRECT
107	29729180	1446-13	trimethoprim	trimethoprim	1280.25978	ERS2213327,SAMEA104602045	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
108	29729180	1446-13	linezolid	linezolid	1280.25978	ERS2213327,SAMEA104602045	MATCHED	S	S	Susceptible	S	CORRECT	=	2	=	2	=	2	CORRECT
109	29729180	1446-13	daptomycin	daptomycin	1280.25978	ERS2213327,SAMEA104602045	MATCHED	S	S	Susceptible	S	CORRECT	=	0.25	=	0.25	=	0.25	CORRECT
110	29729180	1446-13	teicoplanin	teicoplanin	1280.25978	ERS2213327,SAMEA104602045	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
111	29729180	1446-13	vancomycin	vancomycin	1280.25978	ERS2213327,SAMEA104602045	MATCHED	S	S	Susceptible	S	CORRECT	=	1	=	1	=	1	CORRECT
112	29729180	1446-13	chloramphenicol	chloramphenicol	1280.25978	ERS2213327,SAMEA104602045	MATCHED	S	S	Susceptible	S	CORRECT	=	8	=	8	=	8	CORRECT
113	29729180	1446-13	rifampin	rifampin	1280.25978	ERS2213327,SAMEA104602045	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.03	<=	0.03	<=	0.03	CORRECT
114	29729180	1447-14	penicillin	penicillin	1280.25979	ERS2213328,SAMEA104602046	MATCHED	R	R	Resistant	R	CORRECT	>=	0.5	>=	0.5	>=	0.5	CORRECT
115	29729180	1447-14	oxacillin	oxacillin	1280.25979	ERS2213328,SAMEA104602046	MATCHED	S	S	Susceptible	S	CORRECT	=	0.5	=	0.5	=	0.5	CORRECT
116	29729180	1447-14	gentamicin	gentamicin	1280.25979	ERS2213328,SAMEA104602046	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
117	29729180	1447-14	ciprofloxacin	ciprofloxacin	1280.25979	ERS2213328,SAMEA104602046	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
118	29729180	1447-14	erythromycin	erythromycin	1280.25979	ERS2213328,SAMEA104602046	MATCHED	S	S	Susceptible	S	CORRECT	=	0.5	=	0.5	=	0.5	CORRECT
119	29729180	1447-14	clindamycin	clindamycin	1280.25979	ERS2213328,SAMEA104602046	MATCHED	S	S	Susceptible	S	CORRECT	=	0.25	=	0.25	=	0.25	CORRECT
120	29729180	1447-14	tetracycline	tetracycline	1280.25979	ERS2213328,SAMEA104602046	MATCHED	S	S	Susceptible	S	CORRECT	<=	1	<=	1	<=	1	CORRECT
121	29729180	1447-14	fusidic acid	fusidic acid	1280.25979	ERS2213328,SAMEA104602046	MATCHED	R	R	Resistant	R	CORRECT	=	16	=	16	=	16	CORRECT
122	29729180	1447-14	mupirocin	mupirocin	1280.25979	ERS2213328,SAMEA104602046	MATCHED	S	S	Susceptible	S	CORRECT	<=	2	<=	2	<=	2	CORRECT
123	29729180	1447-14	trimethoprim	trimethoprim	1280.25979	ERS2213328,SAMEA104602046	MATCHED	S	S	Susceptible	S	CORRECT	=	1	=	1	=	1	CORRECT
124	29729180	1447-14	linezolid	linezolid	1280.25979	ERS2213328,SAMEA104602046	MATCHED	S	S	Susceptible	S	CORRECT	=	2	=	2	=	2	CORRECT
125	29729180	1447-14	daptomycin	daptomycin	1280.25979	ERS2213328,SAMEA104602046	MATCHED	S	S	Susceptible	S	CORRECT	=	0.25	=	0.25	=	0.25	CORRECT
126	29729180	1447-14	teicoplanin	teicoplanin	1280.25979	ERS2213328,SAMEA104602046	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
127	29729180	1447-14	vancomycin	vancomycin	1280.25979	ERS2213328,SAMEA104602046	MATCHED	S	S	Susceptible	S	CORRECT	=	1	=	1	=	1	CORRECT
128	29729180	1447-14	chloramphenicol	chloramphenicol	1280.25979	ERS2213328,SAMEA104602046	MATCHED	S	S	Susceptible	S	CORRECT	=	8	=	8	=	8	CORRECT
129	29729180	1447-14	rifampin	rifampin	1280.25979	ERS2213328,SAMEA104602046	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.03	<=	0.03	<=	0.03	CORRECT
130	29729180	1462-18	penicillin	penicillin	1280.25980	ERS2213329,SAMEA104602047	MATCHED	R	R	Resistant	R	CORRECT	>=	0.5	>=	0.5	>=	0.5	CORRECT
131	29729180	1462-18	oxacillin	oxacillin	1280.25980	ERS2213329,SAMEA104602047	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.25	<=	0.25	<=	0.25	CORRECT
132	29729180	1462-18	gentamicin	gentamicin	1280.25980	ERS2213329,SAMEA104602047	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
133	29729180	1462-18	ciprofloxacin	ciprofloxacin	1280.25980	ERS2213329,SAMEA104602047	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
134	29729180	1462-18	erythromycin	erythromycin	1280.25980	ERS2213329,SAMEA104602047	MATCHED	S	S	Susceptible	S	CORRECT	=	0.5	=	0.5	=	0.5	CORRECT
135	29729180	1462-18	clindamycin	clindamycin	1280.25980	ERS2213329,SAMEA104602047	MATCHED	S	S	Susceptible	S	CORRECT	=	0.25	=	0.25	=	0.25	CORRECT
136	29729180	1462-18	tetracycline	tetracycline	1280.25980	ERS2213329,SAMEA104602047	MATCHED	S	S	Susceptible	S	CORRECT	<=	1	<=	1	<=	1	CORRECT
137	29729180	1462-18	fusidic acid	fusidic acid	1280.25980	ERS2213329,SAMEA104602047	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
138	29729180	1462-18	mupirocin	mupirocin	1280.25980	ERS2213329,SAMEA104602047	MATCHED	S	S	Susceptible	S	CORRECT	<=	2	<=	2	<=	2	CORRECT
139	29729180	1462-18	trimethoprim	trimethoprim	1280.25980	ERS2213329,SAMEA104602047	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
140	29729180	1462-18	linezolid	linezolid	1280.25980	ERS2213329,SAMEA104602047	MATCHED	S	S	Susceptible	S	CORRECT	=	2	=	2	=	2	CORRECT
141	29729180	1462-18	daptomycin	daptomycin	1280.25980	ERS2213329,SAMEA104602047	MATCHED	S	S	Susceptible	S	CORRECT	=	0.25	=	0.25	=	0.25	CORRECT
142	29729180	1462-18	teicoplanin	teicoplanin	1280.25980	ERS2213329,SAMEA104602047	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
143	29729180	1462-18	vancomycin	vancomycin	1280.25980	ERS2213329,SAMEA104602047	MATCHED	S	S	Susceptible	S	CORRECT	=	1	=	1	=	1	CORRECT
144	29729180	1462-18	chloramphenicol	chloramphenicol	1280.25980	ERS2213329,SAMEA104602047	MATCHED	S	S	Susceptible	S	CORRECT	=	8	=	8	=	8	CORRECT
145	29729180	1462-18	rifampin	rifampin	1280.25980	ERS2213329,SAMEA104602047	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.03	<=	0.03	<=	0.03	CORRECT
146	29729180	1462-40	penicillin	penicillin	1280.25981	ERS2213330,SAMEA104602048	MATCHED	R	R	Resistant	R	CORRECT	>=	0.5	>=	0.5	>=	0.5	CORRECT
147	29729180	1462-40	oxacillin	oxacillin	1280.25981	ERS2213330,SAMEA104602048	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.25	<=	0.25	<=	0.25	CORRECT
148	29729180	1462-40	gentamicin	gentamicin	1280.25981	ERS2213330,SAMEA104602048	MATCHED	S	S	Susceptible	S	CORRECT	<=	0.5	<=	0.5	<=	0.5	CORRECT
