extracted_row	pmid	isolate_id	drug	normalized_drug	genome_id	matched_accessions	genome_match_status	extracted_sir_raw	extracted_sir	ground_truth_sir_raw	ground_truth_sir	sir_result	extracted_mic_sign_raw	extracted_mic_raw	extracted_mic_sign	extracted_mic	ground_truth_mic_sign	ground_truth_mic	mic_result
66	31474962	KG-19	doripenem	doripenem			NO_GENOME_MATCH					NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
67	31474962	KG-19	levofloxacin	levofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	=	16.0	=	16			NOT_EVALUATED
68	31474962	KG-19	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	=	64	=	64			NOT_EVALUATED
69	31474962	KG-19	minocycline	minocycline			NO_GENOME_MATCH					NOT_EVALUATED	=	8.0	=	8			NOT_EVALUATED
70	31474962	KG-19	trimethoprim/sulfamethoxazole	trimethoprim/sulfamethoxazole			NO_GENOME_MATCH					NOT_EVALUATED	=	0.25	=	0.25			NOT_EVALUATED
71	31474962	KG-19	quinupristin/dalfopristin	quinupristin/dalfopristin			NO_GENOME_MATCH					NOT_EVALUATED	=	1.0	=	1			NOT_EVALUATED
72	31474962	KG-19	erythromycin	erythromycin			NO_GENOME_MATCH					NOT_EVALUATED	>	4	>	4			NOT_EVALUATED
73	31474962	KG-19	clindamycin	clindamycin			NO_GENOME_MATCH					NOT_EVALUATED	=	0.5	=	0.5			NOT_EVALUATED
74	31474962	KG-22	vancomycin	vancomycin	1280.22662	SAMD00164378	MATCHED					NOT_APPLICABLE	=	4.0	=	4	=	4	CORRECT
75	31474962	KG-22	teicoplanin	teicoplanin	1280.22662	SAMD00164378	MATCHED					NOT_APPLICABLE	=	4.0	=	4	=	4	CORRECT
76	31474962	KG-22	daptomycin	daptomycin	1280.22662	SAMD00164378	MATCHED					NOT_APPLICABLE	=	2.0	=	2	=	2	CORRECT
77	31474962	KG-22	linezolid	linezolid	1280.22662	SAMD00164378	MATCHED					NOT_APPLICABLE	=	1.0	=	1	=	1	CORRECT
78	31474962	KG-22	arbekacin	arbekacin	1280.22662	SAMD00164378	MATCHED					NOT_APPLICABLE	=	8.0	=	8	=	8	CORRECT
79	31474962	KG-22	oxacillin	oxacillin	1280.22662	SAMD00164378	MATCHED					NOT_APPLICABLE	=	64	=	64	=	64	CORRECT
80	31474962	KG-22	ampicillin	ampicillin	1280.22662	SAMD00164378	MATCHED					NOT_APPLICABLE	=	8.0	=	8	=	8	CORRECT
81	31474962	KG-22	imipenem	imipenem	1280.22662	SAMD00164378	MATCHED					NOT_APPLICABLE	=	0.125	=	0.125	=	0.125	CORRECT
82	31474962	KG-22	meropenem	meropenem	1280.22662	SAMD00164378	MATCHED					NOT_APPLICABLE	=	2	=	2	=	2	CORRECT
83	31474962	KG-22	biapenem	biapenem	1280.22662	SAMD00164378	MATCHED					NOT_APPLICABLE	=	1	=	1	=	1	CORRECT
84	31474962	KG-22	doripenem	doripenem	1280.22662	SAMD00164378	MATCHED					NOT_APPLICABLE	=	0.5	=	0.5	=	0.5	CORRECT
85	31474962	KG-22	levofloxacin	levofloxacin	1280.22662	SAMD00164378	MATCHED					NOT_APPLICABLE	=	32.0	=	32	=	32	CORRECT
86	31474962	KG-22	ciprofloxacin	ciprofloxacin	1280.22662	SAMD00164378	MATCHED					NOT_APPLICABLE	=	32	=	32	=	32	CORRECT
87	31474962	KG-22	minocycline	minocycline	1280.22662	SAMD00164378	MATCHED					NOT_APPLICABLE	=	4.0	=	4	=	4	CORRECT
88	31474962	KG-22	trimethoprim/sulfamethoxazole	trimethoprim/sulfamethoxazole	1280.22662	SAMD00164378	MATCHED					NO_GT_DRUG	=	0.06	=	0.06			NO_GT_DRUG
89	31474962	KG-22	quinupristin/dalfopristin	quinupristin/dalfopristin	1280.22662	SAMD00164378	MATCHED					NOT_APPLICABLE	=	0.5	=	0.5	=	0.5	CORRECT
90	31474962	KG-22	erythromycin	erythromycin	1280.22662	SAMD00164378	MATCHED					NOT_APPLICABLE	>	4	>	4	>	4	CORRECT
91	31474962	KG-22	clindamycin	clindamycin	1280.22662	SAMD00164378	MATCHED					NOT_APPLICABLE	=	0.5	=	0.5	=	0.5	CORRECT
92	31474962	KG-23	vancomycin	vancomycin			NO_GENOME_MATCH					NOT_EVALUATED	=	1.0	=	1			NOT_EVALUATED
93	31474962	KG-23	teicoplanin	teicoplanin			NO_GENOME_MATCH					NOT_EVALUATED	=	2.0	=	2			NOT_EVALUATED
94	31474962	KG-23	daptomycin	daptomycin			NO_GENOME_MATCH					NOT_EVALUATED	=	1.0	=	1			NOT_EVALUATED
95	31474962	KG-23	linezolid	linezolid			NO_GENOME_MATCH					NOT_EVALUATED	=	1.0	=	1			NOT_EVALUATED
96	31474962	KG-23	arbekacin	arbekacin			NO_GENOME_MATCH					NOT_EVALUATED	=	0.5	=	0.5			NOT_EVALUATED
97	31474962	KG-23	oxacillin	oxacillin			NO_GENOME_MATCH					NOT_EVALUATED	=	64	=	64			NOT_EVALUATED
98	31474962	KG-23	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	=	16.0	=	16			NOT_EVALUATED
99	31474962	KG-23	imipenem	imipenem			NO_GENOME_MATCH					NOT_EVALUATED	=	0.125	=	0.125			NOT_EVALUATED
100	31474962	KG-23	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
101	31474962	KG-23	biapenem	biapenem			NO_GENOME_MATCH					NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
102	31474962	KG-23	doripenem	doripenem			NO_GENOME_MATCH					NOT_EVALUATED	=	0.5	=	0.5			NOT_EVALUATED
103	31474962	KG-23	levofloxacin	levofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	=	32.0	=	32			NOT_EVALUATED
104	31474962	KG-23	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	=	64	=	64			NOT_EVALUATED
105	31474962	KG-23	minocycline	minocycline			NO_GENOME_MATCH					NOT_EVALUATED	=	8.0	=	8			NOT_EVALUATED
106	31474962	KG-23	trimethoprim/sulfamethoxazole	trimethoprim/sulfamethoxazole			NO_GENOME_MATCH					NOT_EVALUATED	=	0.06	=	0.06			NOT_EVALUATED
107	31474962	KG-23	quinupristin/dalfopristin	quinupristin/dalfopristin			NO_GENOME_MATCH					NOT_EVALUATED	=	1.0	=	1			NOT_EVALUATED
108	31474962	KG-23	erythromycin	erythromycin			NO_GENOME_MATCH					NOT_EVALUATED	>	4	>	4			NOT_EVALUATED
109	31474962	KG-23	clindamycin	clindamycin			NO_GENOME_MATCH					NOT_EVALUATED	=	0.5	=	0.5			NOT_EVALUATED
110	31474962	KG-28	vancomycin	vancomycin			NO_GENOME_MATCH					NOT_EVALUATED	=	1.0	=	1			NOT_EVALUATED
111	31474962	KG-28	teicoplanin	teicoplanin			NO_GENOME_MATCH					NOT_EVALUATED	=	4.0	=	4			NOT_EVALUATED
112	31474962	KG-28	daptomycin	daptomycin			NO_GENOME_MATCH					NOT_EVALUATED	=	2.0	=	2			NOT_EVALUATED
113	31474962	KG-28	linezolid	linezolid			NO_GENOME_MATCH					NOT_EVALUATED	=	1.0	=	1			NOT_EVALUATED
114	31474962	KG-28	arbekacin	arbekacin			NO_GENOME_MATCH					NOT_EVALUATED	=	0.5	=	0.5			NOT_EVALUATED
115	31474962	KG-28	oxacillin	oxacillin			NO_GENOME_MATCH					NOT_EVALUATED	>	128	>	128			NOT_EVALUATED
116	31474962	KG-28	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	=	32.0	=	32			NOT_EVALUATED
117	31474962	KG-28	imipenem	imipenem			NO_GENOME_MATCH					NOT_EVALUATED	>	64	>	64			NOT_EVALUATED
118	31474962	KG-28	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	=	32	=	32			NOT_EVALUATED
119	31474962	KG-28	biapenem	biapenem			NO_GENOME_MATCH					NOT_EVALUATED	=	64	=	64			NOT_EVALUATED
120	31474962	KG-28	doripenem	doripenem			NO_GENOME_MATCH					NOT_EVALUATED	=	32	=	32			NOT_EVALUATED
121	31474962	KG-28	levofloxacin	levofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	=	32.0	=	32			NOT_EVALUATED
122	31474962	KG-28	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	=	32	=	32			NOT_EVALUATED
123	31474962	KG-28	minocycline	minocycline			NO_GENOME_MATCH					NOT_EVALUATED	=	8.0	=	8			NOT_EVALUATED
124	31474962	KG-28	trimethoprim/sulfamethoxazole	trimethoprim/sulfamethoxazole			NO_GENOME_MATCH					NOT_EVALUATED	=	0.25	=	0.25			NOT_EVALUATED
125	31474962	KG-28	quinupristin/dalfopristin	quinupristin/dalfopristin			NO_GENOME_MATCH					NOT_EVALUATED	=	1.0	=	1			NOT_EVALUATED
126	31474962	KG-28	erythromycin	erythromycin			NO_GENOME_MATCH					NOT_EVALUATED	>	4	>	4			NOT_EVALUATED
127	31474962	KG-28	clindamycin	clindamycin			NO_GENOME_MATCH					NOT_EVALUATED	=	0.5	=	0.5			NOT_EVALUATED
128	31474962	KG-32	vancomycin	vancomycin			NO_GENOME_MATCH					NOT_EVALUATED	=	2.0	=	2			NOT_EVALUATED
129	31474962	KG-32	teicoplanin	teicoplanin			NO_GENOME_MATCH					NOT_EVALUATED	=	4.0	=	4			NOT_EVALUATED
130	31474962	KG-32	daptomycin	daptomycin			NO_GENOME_MATCH					NOT_EVALUATED	=	1.0	=	1			NOT_EVALUATED
131	31474962	KG-32	linezolid	linezolid			NO_GENOME_MATCH					NOT_EVALUATED	=	2.0	=	2			NOT_EVALUATED
132	31474962	KG-32	arbekacin	arbekacin			NO_GENOME_MATCH					NOT_EVALUATED	=	1.0	=	1			NOT_EVALUATED
133	31474962	KG-32	oxacillin	oxacillin			NO_GENOME_MATCH					NOT_EVALUATED	=	128	=	128			NOT_EVALUATED
134	31474962	KG-32	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	=	8.0	=	8			NOT_EVALUATED
135	31474962	KG-32	imipenem	imipenem			NO_GENOME_MATCH					NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
136	31474962	KG-32	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	=	4	=	4			NOT_EVALUATED
137	31474962	KG-32	biapenem	biapenem			NO_GENOME_MATCH					NOT_EVALUATED	=	4	=	4			NOT_EVALUATED
138	31474962	KG-32	doripenem	doripenem			NO_GENOME_MATCH					NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
139	31474962	KG-32	levofloxacin	levofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	=	32.0	=	32			NOT_EVALUATED
140	31474962	KG-32	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	=	64	=	64			NOT_EVALUATED
141	31474962	KG-32	minocycline	minocycline			NO_GENOME_MATCH					NOT_EVALUATED	=	8.0	=	8			NOT_EVALUATED
142	31474962	KG-32	trimethoprim/sulfamethoxazole	trimethoprim/sulfamethoxazole			NO_GENOME_MATCH					NOT_EVALUATED	=	0.25	=	0.25			NOT_EVALUATED
143	31474962	KG-32	quinupristin/dalfopristin	quinupristin/dalfopristin			NO_GENOME_MATCH					NOT_EVALUATED	=	1.0	=	1			NOT_EVALUATED
144	31474962	KG-32	erythromycin	erythromycin			NO_GENOME_MATCH					NOT_EVALUATED	>	4	>	4			NOT_EVALUATED
145	31474962	KG-32	clindamycin	clindamycin			NO_GENOME_MATCH					NOT_EVALUATED	=	0.5	=	0.5			NOT_EVALUATED
146	31474962	KG-35	vancomycin	vancomycin			NO_GENOME_MATCH					NOT_EVALUATED	=	4.0	=	4			NOT_EVALUATED
147	31474962	KG-35	teicoplanin	teicoplanin			NO_GENOME_MATCH					NOT_EVALUATED	=	1.0	=	1			NOT_EVALUATED
148	31474962	KG-35	daptomycin	daptomycin			NO_GENOME_MATCH					NOT_EVALUATED	=	1.0	=	1			NOT_EVALUATED
149	31474962	KG-35	linezolid	linezolid			NO_GENOME_MATCH					NOT_EVALUATED	=	2.0	=	2			NOT_EVALUATED
150	31474962	KG-35	arbekacin	arbekacin			NO_GENOME_MATCH					NOT_EVALUATED	=	2.0	=	2			NOT_EVALUATED
151	31474962	KG-35	oxacillin	oxacillin			NO_GENOME_MATCH					NOT_EVALUATED	=	64	=	64			NOT_EVALUATED
152	31474962	KG-35	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	=	8.0	=	8			NOT_EVALUATED
153	31474962	KG-35	imipenem	imipenem			NO_GENOME_MATCH					NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
154	31474962	KG-35	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
155	31474962	KG-35	biapenem	biapenem			NO_GENOME_MATCH					NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
156	31474962	KG-35	doripenem	doripenem			NO_GENOME_MATCH					NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
157	31474962	KG-35	levofloxacin	levofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	=	32.0	=	32			NOT_EVALUATED
158	31474962	KG-35	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	=	64	=	64			NOT_EVALUATED
159	31474962	KG-35	minocycline	minocycline			NO_GENOME_MATCH					NOT_EVALUATED	=	8.0	=	8			NOT_EVALUATED
160	31474962	KG-35	trimethoprim/sulfamethoxazole	trimethoprim/sulfamethoxazole			NO_GENOME_MATCH					NOT_EVALUATED	=	0.06	=	0.06			NOT_EVALUATED
161	31474962	KG-35	quinupristin/dalfopristin	quinupristin/dalfopristin			NO_GENOME_MATCH					NOT_EVALUATED	=	0.5	=	0.5			NOT_EVALUATED
162	31474962	KG-35	erythromycin	erythromycin			NO_GENOME_MATCH					NOT_EVALUATED	>	4	>	4			NOT_EVALUATED
163	31474962	KG-35	clindamycin	clindamycin			NO_GENOME_MATCH					NOT_EVALUATED	=	0.5	=	0.5			NOT_EVALUATED
164	31474962	KG-38	vancomycin	vancomycin			NO_GENOME_MATCH					NOT_EVALUATED	=	2.0	=	2			NOT_EVALUATED
165	31474962	KG-38	teicoplanin	teicoplanin			NO_GENOME_MATCH					NOT_EVALUATED	=	2.0	=	2			NOT_EVALUATED
166	31474962	KG-38	daptomycin	daptomycin			NO_GENOME_MATCH					NOT_EVALUATED	=	1.0	=	1			NOT_EVALUATED
167	31474962	KG-38	linezolid	linezolid			NO_GENOME_MATCH					NOT_EVALUATED	=	0.5	=	0.5			NOT_EVALUATED
168	31474962	KG-38	arbekacin	arbekacin			NO_GENOME_MATCH					NOT_EVALUATED	=	2.0	=	2			NOT_EVALUATED
169	31474962	KG-38	oxacillin	oxacillin			NO_GENOME_MATCH					NOT_EVALUATED	=	64	=	64			NOT_EVALUATED
170	31474962	KG-38	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	=	8.0	=	8			NOT_EVALUATED
171	31474962	KG-38	imipenem	imipenem			NO_GENOME_MATCH					NOT_EVALUATED	=	0.25	=	0.25			NOT_EVALUATED
172	31474962	KG-38	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
173	31474962	KG-38	biapenem	biapenem			NO_GENOME_MATCH					NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
174	31474962	KG-38	doripenem	doripenem			NO_GENOME_MATCH					NOT_EVALUATED	=	0.5	=	0.5			NOT_EVALUATED
175	31474962	KG-38	levofloxacin	levofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	=	16.0	=	16			NOT_EVALUATED
176	31474962	KG-38	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	=	32	=	32			NOT_EVALUATED
177	31474962	KG-38	minocycline	minocycline			NO_GENOME_MATCH					NOT_EVALUATED	=	4.0	=	4			NOT_EVALUATED
178	31474962	KG-38	trimethoprim/sulfamethoxazole	trimethoprim/sulfamethoxazole			NO_GENOME_MATCH					NOT_EVALUATED	=	0.06	=	0.06			NOT_EVALUATED
179	31474962	KG-38	quinupristin/dalfopristin	quinupristin/dalfopristin			NO_GENOME_MATCH					NOT_EVALUATED	=	1.0	=	1			NOT_EVALUATED
180	31474962	KG-38	erythromycin	erythromycin			NO_GENOME_MATCH					NOT_EVALUATED	>	4	>	4			NOT_EVALUATED
181	31474962	KG-38	clindamycin	clindamycin			NO_GENOME_MATCH					NOT_EVALUATED	=	0.5	=	0.5			NOT_EVALUATED
182	31474962	KG-39	vancomycin	vancomycin			NO_GENOME_MATCH					NOT_EVALUATED	=	2.0	=	2			NOT_EVALUATED
183	31474962	KG-39	teicoplanin	teicoplanin			NO_GENOME_MATCH					NOT_EVALUATED	=	2.0	=	2			NOT_EVALUATED
184	31474962	KG-39	daptomycin	daptomycin			NO_GENOME_MATCH					NOT_EVALUATED	=	1.0	=	1			NOT_EVALUATED
185	31474962	KG-39	linezolid	linezolid			NO_GENOME_MATCH					NOT_EVALUATED	=	0.5	=	0.5			NOT_EVALUATED
186	31474962	KG-39	arbekacin	arbekacin			NO_GENOME_MATCH					NOT_EVALUATED	=	2.0	=	2			NOT_EVALUATED
187	31474962	KG-39	oxacillin	oxacillin			NO_GENOME_MATCH					NOT_EVALUATED	=	64	=	64			NOT_EVALUATED
188	31474962	KG-39	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	=	8.0	=	8			NOT_EVALUATED
189	31474962	KG-39	imipenem	imipenem			NO_GENOME_MATCH					NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
190	31474962	KG-39	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	=	4	=	4			NOT_EVALUATED
191	31474962	KG-39	biapenem	biapenem			NO_GENOME_MATCH					NOT_EVALUATED	=	8	=	8			NOT_EVALUATED
192	31474962	KG-39	doripenem	doripenem			NO_GENOME_MATCH					NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
