extracted_row	pmid	isolate_id	drug	normalized_drug	genome_id	matched_accessions	genome_match_status	extracted_sir_raw	extracted_sir	ground_truth_sir_raw	ground_truth_sir	sir_result	extracted_mic_sign_raw	extracted_mic_raw	extracted_mic_sign	extracted_mic	ground_truth_mic_sign	ground_truth_mic	mic_result
31	35756053	1D-003	tetracycline	tetracycline			NO_GENOME_MATCH					NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
32	35756053	1D-004	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	>	32	>	32			NOT_EVALUATED
33	35756053	1D-004	cefazolin	cefazolin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
34	35756053	1D-004	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
35	35756053	1D-004	gentamicin	gentamicin			NO_GENOME_MATCH					NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
36	35756053	1D-004	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	>	4	>	4			NOT_EVALUATED
37	35756053	1D-004	cefoxitin	cefoxitin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
38	35756053	1D-004	trimethoprim	trimethoprim			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5/9.5	<=	0.5/9.5			NOT_EVALUATED
39	35756053	1D-004	tobramycin	tobramycin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
40	35756053	1D-004	tigecycline	tigecycline			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
41	35756053	1D-004	tetracycline	tetracycline			NO_GENOME_MATCH					NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
42	35756053	1D-005	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	>	32	>	32			NOT_EVALUATED
43	35756053	1D-005	cefazolin	cefazolin			NO_GENOME_MATCH					NOT_EVALUATED	>	32	>	32			NOT_EVALUATED
44	35756053	1D-005	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
45	35756053	1D-005	gentamicin	gentamicin			NO_GENOME_MATCH					NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
46	35756053	1D-005	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	>	4	>	4			NOT_EVALUATED
47	35756053	1D-005	cefoxitin	cefoxitin			NO_GENOME_MATCH					NOT_EVALUATED	=	8	=	8			NOT_EVALUATED
48	35756053	1D-005	trimethoprim	trimethoprim			NO_GENOME_MATCH					NOT_EVALUATED	>	4/76	>	4/76			NOT_EVALUATED
49	35756053	1D-005	tobramycin	tobramycin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
50	35756053	1D-005	tigecycline	tigecycline			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
51	35756053	1D-005	tetracycline	tetracycline			NO_GENOME_MATCH					NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
52	35756053	1D-006	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
53	35756053	1D-006	cefazolin	cefazolin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
54	35756053	1D-006	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
55	35756053	1D-006	gentamicin	gentamicin			NO_GENOME_MATCH					NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
56	35756053	1D-006	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
57	35756053	1D-006	cefoxitin	cefoxitin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
58	35756053	1D-006	trimethoprim	trimethoprim			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5/9.5	<=	0.5/9.5			NOT_EVALUATED
59	35756053	1D-006	tobramycin	tobramycin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
60	35756053	1D-006	tigecycline	tigecycline			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
61	35756053	1D-006	tetracycline	tetracycline			NO_GENOME_MATCH					NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
62	35756053	1D-007	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
63	35756053	1D-007	cefazolin	cefazolin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
64	35756053	1D-007	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
65	35756053	1D-007	gentamicin	gentamicin			NO_GENOME_MATCH					NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
66	35756053	1D-007	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
67	35756053	1D-007	cefoxitin	cefoxitin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
68	35756053	1D-007	trimethoprim	trimethoprim			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5/9.5	<=	0.5/9.5			NOT_EVALUATED
69	35756053	1D-007	tobramycin	tobramycin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
70	35756053	1D-007	tigecycline	tigecycline			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
71	35756053	1D-007	tetracycline	tetracycline			NO_GENOME_MATCH					NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
72	35756053	1D-008	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
73	35756053	1D-008	cefazolin	cefazolin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
74	35756053	1D-008	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
75	35756053	1D-008	gentamicin	gentamicin			NO_GENOME_MATCH					NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
76	35756053	1D-008	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
77	35756053	1D-008	cefoxitin	cefoxitin			NO_GENOME_MATCH					NOT_EVALUATED	=	8	=	8			NOT_EVALUATED
78	35756053	1D-008	trimethoprim	trimethoprim			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5/9.5	<=	0.5/9.5			NOT_EVALUATED
79	35756053	1D-008	tobramycin	tobramycin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
80	35756053	1D-008	tigecycline	tigecycline			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
81	35756053	1D-008	tetracycline	tetracycline			NO_GENOME_MATCH					NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
82	35756053	1D-009	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	>	32	>	32			NOT_EVALUATED
83	35756053	1D-009	cefazolin	cefazolin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
84	35756053	1D-009	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
85	35756053	1D-009	gentamicin	gentamicin			NO_GENOME_MATCH					NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
86	35756053	1D-009	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
87	35756053	1D-009	cefoxitin	cefoxitin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
88	35756053	1D-009	trimethoprim	trimethoprim			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5/9.5	<=	0.5/9.5			NOT_EVALUATED
89	35756053	1D-009	tobramycin	tobramycin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
90	35756053	1D-009	tigecycline	tigecycline			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
91	35756053	1D-009	tetracycline	tetracycline			NO_GENOME_MATCH					NOT_EVALUATED	>	16	>	16			NOT_EVALUATED
92	35756053	1D-010	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
93	35756053	1D-010	cefazolin	cefazolin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
94	35756053	1D-010	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
95	35756053	1D-010	gentamicin	gentamicin			NO_GENOME_MATCH					NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
96	35756053	1D-010	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
97	35756053	1D-010	cefoxitin	cefoxitin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
98	35756053	1D-010	trimethoprim	trimethoprim			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5/9.5	<=	0.5/9.5			NOT_EVALUATED
99	35756053	1D-010	tobramycin	tobramycin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
100	35756053	1D-010	tigecycline	tigecycline			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
101	35756053	1D-010	tetracycline	tetracycline			NO_GENOME_MATCH					NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
102	35756053	1D-011	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	=	8	=	8			NOT_EVALUATED
103	35756053	1D-011	cefazolin	cefazolin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
104	35756053	1D-011	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
105	35756053	1D-011	gentamicin	gentamicin			NO_GENOME_MATCH					NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
106	35756053	1D-011	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	>	4	>	4			NOT_EVALUATED
107	35756053	1D-011	cefoxitin	cefoxitin			NO_GENOME_MATCH					NOT_EVALUATED	=	8	=	8			NOT_EVALUATED
108	35756053	1D-011	trimethoprim	trimethoprim			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5/9.5	<=	0.5/9.5			NOT_EVALUATED
109	35756053	1D-011	tobramycin	tobramycin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
110	35756053	1D-011	tigecycline	tigecycline			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
111	35756053	1D-011	tetracycline	tetracycline			NO_GENOME_MATCH					NOT_EVALUATED	>	16	>	16			NOT_EVALUATED
112	35756053	1D-012	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
113	35756053	1D-012	cefazolin	cefazolin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
114	35756053	1D-012	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
115	35756053	1D-012	gentamicin	gentamicin			NO_GENOME_MATCH					NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
116	35756053	1D-012	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
117	35756053	1D-012	cefoxitin	cefoxitin			NO_GENOME_MATCH					NOT_EVALUATED	=	8	=	8			NOT_EVALUATED
118	35756053	1D-012	trimethoprim	trimethoprim			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5/9.5	<=	0.5/9.5			NOT_EVALUATED
119	35756053	1D-012	tobramycin	tobramycin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
120	35756053	1D-012	tigecycline	tigecycline			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
121	35756053	1D-012	tetracycline	tetracycline			NO_GENOME_MATCH					NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
122	35756053	1D-014	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	>	32	>	32			NOT_EVALUATED
123	35756053	1D-014	cefazolin	cefazolin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
124	35756053	1D-014	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
125	35756053	1D-014	gentamicin	gentamicin			NO_GENOME_MATCH					NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
126	35756053	1D-014	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
127	35756053	1D-014	cefoxitin	cefoxitin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
128	35756053	1D-014	trimethoprim	trimethoprim			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5/9.5	<=	0.5/9.5			NOT_EVALUATED
129	35756053	1D-014	tobramycin	tobramycin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
130	35756053	1D-014	tigecycline	tigecycline			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
131	35756053	1D-014	tetracycline	tetracycline			NO_GENOME_MATCH					NOT_EVALUATED	>	16	>	16			NOT_EVALUATED
132	35756053	1D-015	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
133	35756053	1D-015	cefazolin	cefazolin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
134	35756053	1D-015	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
135	35756053	1D-015	gentamicin	gentamicin			NO_GENOME_MATCH					NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
136	35756053	1D-015	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
137	35756053	1D-015	cefoxitin	cefoxitin			NO_GENOME_MATCH					NOT_EVALUATED	=	8	=	8			NOT_EVALUATED
138	35756053	1D-015	trimethoprim	trimethoprim			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5/9.5	<=	0.5/9.5			NOT_EVALUATED
139	35756053	1D-015	tobramycin	tobramycin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
140	35756053	1D-015	tigecycline	tigecycline			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
141	35756053	1D-015	tetracycline	tetracycline			NO_GENOME_MATCH					NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
142	35756053	1D-017	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
143	35756053	1D-017	cefazolin	cefazolin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
144	35756053	1D-017	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
145	35756053	1D-017	gentamicin	gentamicin			NO_GENOME_MATCH					NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
146	35756053	1D-017	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
147	35756053	1D-017	cefoxitin	cefoxitin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
148	35756053	1D-017	trimethoprim	trimethoprim			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5/9.5	<=	0.5/9.5			NOT_EVALUATED
149	35756053	1D-017	tobramycin	tobramycin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
150	35756053	1D-017	tigecycline	tigecycline			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
151	35756053	1D-017	tetracycline	tetracycline			NO_GENOME_MATCH					NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
152	35756053	1D-018	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
153	35756053	1D-018	cefazolin	cefazolin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
154	35756053	1D-018	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
155	35756053	1D-018	gentamicin	gentamicin			NO_GENOME_MATCH					NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
156	35756053	1D-018	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
157	35756053	1D-018	cefoxitin	cefoxitin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
158	35756053	1D-018	trimethoprim	trimethoprim			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5/9.5	<=	0.5/9.5			NOT_EVALUATED
159	35756053	1D-018	tobramycin	tobramycin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
160	35756053	1D-018	tigecycline	tigecycline			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
161	35756053	1D-018	tetracycline	tetracycline			NO_GENOME_MATCH					NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
162	35756053	1D-019	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	>	32	>	32			NOT_EVALUATED
163	35756053	1D-019	cefazolin	cefazolin			NO_GENOME_MATCH					NOT_EVALUATED	>	32	>	32			NOT_EVALUATED
164	35756053	1D-019	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
165	35756053	1D-019	gentamicin	gentamicin			NO_GENOME_MATCH					NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
166	35756053	1D-019	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
167	35756053	1D-019	cefoxitin	cefoxitin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
168	35756053	1D-019	trimethoprim	trimethoprim			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5/9.5	<=	0.5/9.5			NOT_EVALUATED
169	35756053	1D-019	tobramycin	tobramycin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
170	35756053	1D-019	tigecycline	tigecycline			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
171	35756053	1D-019	tetracycline	tetracycline			NO_GENOME_MATCH					NOT_EVALUATED	>	16	>	16			NOT_EVALUATED
172	35756053	1D-020	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	>	32	>	32			NOT_EVALUATED
173	35756053	1D-020	cefazolin	cefazolin			NO_GENOME_MATCH					NOT_EVALUATED	=	32	=	32			NOT_EVALUATED
174	35756053	1D-020	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
175	35756053	1D-020	gentamicin	gentamicin			NO_GENOME_MATCH					NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
176	35756053	1D-020	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
177	35756053	1D-020	cefoxitin	cefoxitin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
178	35756053	1D-020	trimethoprim	trimethoprim			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5/9.5	<=	0.5/9.5			NOT_EVALUATED
179	35756053	1D-020	tobramycin	tobramycin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
180	35756053	1D-020	tigecycline	tigecycline			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
181	35756053	1D-020	tetracycline	tetracycline			NO_GENOME_MATCH					NOT_EVALUATED	>	16	>	16			NOT_EVALUATED
182	35756053	1D-021	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
183	35756053	1D-021	cefazolin	cefazolin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
184	35756053	1D-021	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
185	35756053	1D-021	gentamicin	gentamicin			NO_GENOME_MATCH					NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
186	35756053	1D-021	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
187	35756053	1D-021	cefoxitin	cefoxitin			NO_GENOME_MATCH					NOT_EVALUATED	=	8	=	8			NOT_EVALUATED
188	35756053	1D-021	trimethoprim	trimethoprim			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5/9.5	<=	0.5/9.5			NOT_EVALUATED
189	35756053	1D-021	tobramycin	tobramycin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
190	35756053	1D-021	tigecycline	tigecycline			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
191	35756053	1D-021	tetracycline	tetracycline			NO_GENOME_MATCH					NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
192	35756053	1D-022	ampicillin	ampicillin			NO_GENOME_MATCH					NOT_EVALUATED	>	32	>	32			NOT_EVALUATED
193	35756053	1D-022	cefazolin	cefazolin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
194	35756053	1D-022	meropenem	meropenem			NO_GENOME_MATCH					NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
195	35756053	1D-022	gentamicin	gentamicin			NO_GENOME_MATCH					NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
196	35756053	1D-022	ciprofloxacin	ciprofloxacin			NO_GENOME_MATCH					NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
197	35756053	1D-022	cefoxitin	cefoxitin			NO_GENOME_MATCH					NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
