file_name	sheet_name	isolate_id	accession	drug	mic_sign	mic	sir_call	notes
Table_3.XLSX	Sheet1	JL043814201900251	SAMN26764343	CFX	=	4	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043814201900251	SAMN26764343	CTX	<	0.25	S	
Table_3.XLSX	Sheet1	JL043814201900251	SAMN26764343	CFZ	=	8	R	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043814201900251	SAMN26764343	IMP	<	0.25	S	
Table_3.XLSX	Sheet1	JL043814201900251	SAMN26764343	TET	>	32	R	
Table_3.XLSX	Sheet1	JL043814201900251	SAMN26764343	NAL	=	64	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043814201900251	SAMN26764343	CIP	<	0.25	I	
Table_3.XLSX	Sheet1	JL043814201900251	SAMN26764343	AZM	<	4	S	
Table_3.XLSX	Sheet1	JL043814201900251	SAMN26764343	CHL	=	8	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043814201900251	SAMN26764343	GEN	<	1	S	
Table_3.XLSX	Sheet1	JL043814201900251	SAMN26764343	SXT	<	0.25/4.75	S	
Table_3.XLSX	Sheet1	JL043814201900249	SAMN26764344	AMP	>	64	R	
Table_3.XLSX	Sheet1	JL043814201900249	SAMN26764344	CAZ	<	1	S	
Table_3.XLSX	Sheet1	JL043814201900249	SAMN26764344	AMS	=	16/8	I	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043814201900249	SAMN26764344	CFX	<	2	S	
Table_3.XLSX	Sheet1	JL043814201900249	SAMN26764344	CTX	<	0.25	S	
Table_3.XLSX	Sheet1	JL043814201900249	SAMN26764344	CFZ	>	16	R	
Table_3.XLSX	Sheet1	JL043814201900249	SAMN26764344	IMP	<	0.25	S	
Table_3.XLSX	Sheet1	JL043814201900249	SAMN26764344	TET	=	4	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043814201900249	SAMN26764344	NAL	>	64	R	
Table_3.XLSX	Sheet1	JL043814201900249	SAMN26764344	CIP	=	0.125	I	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043814201900249	SAMN26764344	AZM	=	8	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043814201900249	SAMN26764344	CHL	<	2	S	
Table_3.XLSX	Sheet1	JL043814201900249	SAMN26764344	GEN	<	1	S	
Table_3.XLSX	Sheet1	JL043814201900249	SAMN26764344	SXT	>	8/152	R	
Table_3.XLSX	Sheet1	JL043814201700140	SAMN26764345	AMP	>	64	R	
Table_3.XLSX	Sheet1	JL043814201700140	SAMN26764345	CAZ	=	4	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043814201700140	SAMN26764345	AMS	=	64/32	R	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043814201700140	SAMN26764345	CFX	<	2	S	
Table_3.XLSX	Sheet1	JL043814201700140	SAMN26764345	CTX	<	0.25	S	
Table_3.XLSX	Sheet1	JL043814201700140	SAMN26764345	CFZ	=	4	I	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043814201700140	SAMN26764345	IMP	<	0.25	S	
Table_3.XLSX	Sheet1	JL043814201700140	SAMN26764345	TET	>	32	R	
Table_3.XLSX	Sheet1	JL043814201700140	SAMN26764345	NAL	>	64	R	
Table_3.XLSX	Sheet1	JL043814201700140	SAMN26764345	CIP	<	0.03	S	
Table_3.XLSX	Sheet1	JL043814201700140	SAMN26764345	AZM	<	4	S	
Table_3.XLSX	Sheet1	JL043814201700140	SAMN26764345	CHL	=	8	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043814201700140	SAMN26764345	GEN	<	1	S	
Table_3.XLSX	Sheet1	JL043814201700140	SAMN26764345	SXT	<	0.25/4.75	S	
Table_3.XLSX	Sheet1	JL043771201900068	SAMN26764346	AMP	<	2	S	
Table_3.XLSX	Sheet1	JL043771201900068	SAMN26764346	CAZ	<	1	S	
Table_3.XLSX	Sheet1	JL043771201900068	SAMN26764346	AMS	<	2/1	S	
Table_3.XLSX	Sheet1	JL043771201900068	SAMN26764346	CFX	<	2	S	
Table_3.XLSX	Sheet1	JL043771201900068	SAMN26764346	CTX	=	0.5	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201900068	SAMN26764346	CFZ	=	4	I	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201900068	SAMN26764346	IMP	<	0.25	S	
Table_3.XLSX	Sheet1	JL043771201900068	SAMN26764346	TET	=	4	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201900068	SAMN26764346	NAL	=	4	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201900068	SAMN26764346	CIP	=	0.125	I	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201900068	SAMN26764346	AZM	<	4	S	
Table_3.XLSX	Sheet1	JL043771201900068	SAMN26764346	CHL	<	2	S	
Table_3.XLSX	Sheet1	JL043771201900068	SAMN26764346	GEN	<	1	S	
Table_3.XLSX	Sheet1	JL043771201900068	SAMN26764346	SXT	<	0.25/4.75	S	
Table_3.XLSX	Sheet1	JL043771201900043	SAMN26764347	AMP	>	64	R	
Table_3.XLSX	Sheet1	JL043771201900043	SAMN26764347	CAZ	<	1	S	
Table_3.XLSX	Sheet1	JL043771201900043	SAMN26764347	AMS	=	16/8	I	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201900043	SAMN26764347	CFX	<	2	S	
Table_3.XLSX	Sheet1	JL043771201900043	SAMN26764347	CTX	=	0.5	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201900043	SAMN26764347	CFZ	=	4	I	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201900043	SAMN26764347	IMP	<	0.25	S	
Table_3.XLSX	Sheet1	JL043771201900043	SAMN26764347	TET	=	4	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201900043	SAMN26764347	NAL	=	4	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201900043	SAMN26764347	CIP	<	0.03	S	
Table_3.XLSX	Sheet1	JL043771201900043	SAMN26764347	AZM	<	4	S	
Table_3.XLSX	Sheet1	JL043771201900043	SAMN26764347	CHL	=	8	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201900043	SAMN26764347	GEN	<	1	S	
Table_3.XLSX	Sheet1	JL043771201900043	SAMN26764347	SXT	<	0.25/4.75	S	
Table_3.XLSX	Sheet1	JL043771201800115	SAMN26764348	AMP	>	64	R	
Table_3.XLSX	Sheet1	JL043771201800115	SAMN26764348	CAZ	<	1	S	
Table_3.XLSX	Sheet1	JL043771201800115	SAMN26764348	AMS	=	32/16	R	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800115	SAMN26764348	CFX	<	2	S	
Table_3.XLSX	Sheet1	JL043771201800115	SAMN26764348	CTX	=	2	I	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800115	SAMN26764348	CFZ	>	16	R	
Table_3.XLSX	Sheet1	JL043771201800115	SAMN26764348	IMP	<	0.25	S	
Table_3.XLSX	Sheet1	JL043771201800115	SAMN26764348	TET	=	2	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800115	SAMN26764348	NAL	>	64	R	
Table_3.XLSX	Sheet1	JL043771201800115	SAMN26764348	CIP	=	0.5	I	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800115	SAMN26764348	AZM	=	16	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800115	SAMN26764348	CHL	=	4	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800115	SAMN26764348	GEN	=	2	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800115	SAMN26764348	SXT	>	8/152	R	
Table_3.XLSX	Sheet1	JL043771201800114	SAMN26764349	AMP	<	2	S	
Table_3.XLSX	Sheet1	JL043771201800114	SAMN26764349	CAZ	<	1	S	
Table_3.XLSX	Sheet1	JL043771201800114	SAMN26764349	AMS	<	2/1	S	
Table_3.XLSX	Sheet1	JL043771201800114	SAMN26764349	CFX	<	2	S	
Table_3.XLSX	Sheet1	JL043771201800114	SAMN26764349	CTX	=	0.5	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800114	SAMN26764349	CFZ	=	8	R	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800114	SAMN26764349	IMP	<	0.25	S	
Table_3.XLSX	Sheet1	JL043771201800114	SAMN26764349	TET	<	1	S	
Table_3.XLSX	Sheet1	JL043771201800114	SAMN26764349	NAL	>	64	R	
Table_3.XLSX	Sheet1	JL043771201800114	SAMN26764349	CIP	=	0.25	I	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800114	SAMN26764349	AZM	<	4	S	
Table_3.XLSX	Sheet1	JL043771201800114	SAMN26764349	CHL	=	4	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800114	SAMN26764349	GEN	<	1	S	
Table_3.XLSX	Sheet1	JL043771201800114	SAMN26764349	SXT	<	0.25/4.75	S	
Table_3.XLSX	Sheet1	JL043771201800084	SAMN26764350	AMP	>	64	R	
Table_3.XLSX	Sheet1	JL043771201800084	SAMN26764350	CAZ	=	8	I	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800084	SAMN26764350	AMS	=	16/8	I	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800084	SAMN26764350	CFX	=	4	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800084	SAMN26764350	CTX	<	0.25	S	
Table_3.XLSX	Sheet1	JL043771201800084	SAMN26764350	CFZ	=	16	R	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800084	SAMN26764350	IMP	<	0.25	S	
Table_3.XLSX	Sheet1	JL043771201800084	SAMN26764350	TET	>	32	R	
Table_3.XLSX	Sheet1	JL043771201800084	SAMN26764350	NAL	=	4	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800084	SAMN26764350	CIP	=	0.25	I	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800084	SAMN26764350	AZM	<	4	S	
Table_3.XLSX	Sheet1	JL043771201800084	SAMN26764350	CHL	=	4	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800084	SAMN26764350	GEN	<	1	S	
Table_3.XLSX	Sheet1	JL043771201800084	SAMN26764350	SXT	=	0.5/9.5	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800083	SAMN26764351	AMP	<	2	S	
Table_3.XLSX	Sheet1	JL043771201800083	SAMN26764351	CAZ	<	1	S	
Table_3.XLSX	Sheet1	JL043771201800083	SAMN26764351	AMS	<	2/1	S	
Table_3.XLSX	Sheet1	JL043771201800083	SAMN26764351	CFX	=	8	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800083	SAMN26764351	CTX	=	1	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800083	SAMN26764351	CFZ	=	4	I	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800083	SAMN26764351	IMP	<	0.25	S	
Table_3.XLSX	Sheet1	JL043771201800083	SAMN26764351	TET	>	32	R	
Table_3.XLSX	Sheet1	JL043771201800083	SAMN26764351	NAL	=	16	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800083	SAMN26764351	CIP	<	0.03	S	
Table_3.XLSX	Sheet1	JL043771201800083	SAMN26764351	AZM	<	4	S	
Table_3.XLSX	Sheet1	JL043771201800083	SAMN26764351	CHL	=	8	S	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800083	SAMN26764351	GEN	<	1	S	
Table_3.XLSX	Sheet1	JL043771201800083	SAMN26764351	SXT	<	0.25/4.75	S	
Table_3.XLSX	Sheet1	JL043771201800054	SAMN26764352	AMP	>	64	R	
Table_3.XLSX	Sheet1	JL043771201800054	SAMN26764352	CAZ	<	1	S	
Table_3.XLSX	Sheet1	JL043771201800054	SAMN26764352	AMS	=	32/16	R	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800054	SAMN26764352	CFX	<	2	S	
Table_3.XLSX	Sheet1	JL043771201800054	SAMN26764352	CTX	<	0.25	S	
Table_3.XLSX	Sheet1	JL043771201800054	SAMN26764352	CFZ	=	4	I	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800054	SAMN26764352	IMP	<	0.25	S	
Table_3.XLSX	Sheet1	JL043771201800054	SAMN26764352	TET	=	32	R	mic_sign '=' inferred
Table_3.XLSX	Sheet1	JL043771201800054	SAMN26764352	NAL	>	64	R	
Table_3.XLSX	Sheet1	JL043771201800054	SAMN26764352	CIP	<	0.03	S	
